id,type_of_shot,frame_count,kpt_0_x,kpt_0_y,kpt_1_x,kpt_1_y,kpt_2_x,kpt_2_y,kpt_3_x,kpt_3_y,kpt_4_x,kpt_4_y,kpt_5_x,kpt_5_y,kpt_6_x,kpt_6_y,kpt_7_x,kpt_7_y,kpt_8_x,kpt_8_y,kpt_9_x,kpt_9_y,kpt_10_x,kpt_10_y,kpt_11_x,kpt_11_y,kpt_12_x,kpt_12_y,kpt_13_x,kpt_13_y,kpt_14_x,kpt_14_y,kpt_15_x,kpt_15_y,kpt_16_x,kpt_16_y
1,lift,0,0.0,0.0,0.0,0.0,0.0,0.0,1033.621826171875,327.6799011230469,0.0,0.0,1022.467041015625,373.3528747558594,1099.6246337890625,369.7793273925781,1012.8882446289062,430.0915832519531,1133.1636962890625,421.2144165039063,994.2581176757812,486.918701171875,1133.378662109375,466.2607421875,1048.14208984375,492.2670593261719,1104.6378173828125,494.3101806640625,976.3492431640624,536.6319580078125,1146.1944580078125,568.4366455078125,951.448974609375,641.0659790039062,1181.8338623046875,667.6361083984375
1,lift,1,0.0,0.0,0.0,0.0,0.0,0.0,1015.67529296875,334.725830078125,0.0,0.0,1011.6986083984376,378.4997863769531,1089.2271728515625,371.2933044433594,1001.7645263671876,441.5328674316406,1096.155029296875,436.8006591796875,982.6696166992188,493.5504760742188,0.0,0.0,1037.713623046875,499.6579284667969,1095.9501953125,499.1541442871094,963.2268676757812,535.2498168945312,1142.6373291015625,567.0863037109375,947.0724487304688,642.208251953125,1181.72998046875,667.9983520507812
1,lift,2,0.0,0.0,0.0,0.0,0.0,0.0,998.7994384765624,335.4720153808594,0.0,0.0,998.1641235351562,378.29486083984375,1068.69287109375,367.8131408691406,989.8892822265624,438.9969177246094,1075.501220703125,424.9871520996094,968.5997924804688,481.76849365234375,0.0,0.0,1025.0281982421875,498.8178405761719,1079.600341796875,496.9357299804688,950.0811157226562,528.109375,1129.9600830078125,565.3302612304688,947.6107788085938,638.5962524414062,1180.8095703125,662.60498046875
1,lift,3,0.0,0.0,0.0,0.0,0.0,0.0,980.6959228515624,335.7013854980469,0.0,0.0,980.9949951171876,376.9904174804688,1041.9984130859375,367.6341552734375,968.1401977539062,436.9820861816406,1051.510009765625,417.2196044921875,940.0264892578124,486.9142150878906,0.0,0.0,1013.7186279296876,495.2267456054688,1061.90185546875,491.3033142089844,932.8361206054688,531.6317749023438,1100.786865234375,556.380615234375,943.0543212890624,640.29248046875,1171.33935546875,646.8251953125
1,lift,4,0.0,0.0,0.0,0.0,0.0,0.0,955.5260009765624,338.8167724609375,0.0,0.0,959.5870361328124,378.6962890625,1020.7203979492188,360.6476440429688,941.6634521484376,437.89208984375,1028.312255859375,411.1851196289063,906.4300537109376,490.13330078125,0.0,0.0,998.5196533203124,491.3743896484375,1047.5264892578125,483.48724365234375,925.731201171875,542.7594604492188,1085.3408203125,559.908447265625,942.2091064453124,643.66455078125,1160.3846435546875,638.1270751953125
1,lift,5,0.0,0.0,0.0,0.0,0.0,0.0,933.5349731445312,343.2982482910156,0.0,0.0,944.998046875,381.5238037109375,997.1567993164062,363.54833984375,916.0145874023438,435.7749938964844,0.0,0.0,891.8068237304688,480.2900390625,0.0,0.0,986.3597412109376,489.0628356933594,1032.5859375,481.555908203125,918.5191040039062,546.089111328125,1067.862548828125,564.5372314453125,942.254150390625,645.1971435546875,1147.8095703125,634.4795532226562
1,lift,6,0.0,0.0,0.0,0.0,0.0,0.0,918.1295166015624,349.0912780761719,0.0,0.0,931.9742431640624,390.6481323242188,968.8525390625,359.82647705078125,898.7716064453125,444.0010070800781,946.78662109375,410.78271484375,869.451904296875,480.6154479980469,0.0,0.0,980.9326171875,490.089599609375,1019.404541015625,477.6118774414063,910.1583251953124,548.4507446289062,1038.0274658203125,565.728515625,941.2444458007812,643.7406005859375,1115.67919921875,612.670654296875
1,lift,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.2318115234376,397.8801574707031,953.2991943359376,362.8040771484375,875.1243896484375,452.3783874511719,953.7705078125,393.05377197265625,842.581787109375,479.2175598144531,0.0,0.0,969.5291748046876,493.2149658203125,1008.848388671875,479.1238098144531,901.8065185546876,551.2694091796875,1010.57763671875,559.7376708984375,937.25,645.1048583984375,1071.0347900390625,590.4674072265625
1,lift,8,0.0,0.0,0.0,0.0,0.0,0.0,870.7679443359375,360.65631103515625,0.0,0.0,886.85009765625,404.4848327636719,933.4654541015624,365.8095703125,848.3969116210938,458.3367309570313,945.1415405273438,400.1824951171875,817.732421875,481.5158081054688,0.0,0.0,961.242919921875,489.05517578125,995.7772827148438,472.0255126953125,894.9779663085938,555.4539184570312,979.2156982421876,547.733154296875,936.6058349609376,646.0201416015625,1042.7235107421875,578.9593505859375
1,lift,9,861.3868408203125,359.0673217773437,865.5193481445312,351.6939697265625,855.7173461914062,353.0706787109375,873.927734375,352.577880859375,0.0,0.0,882.7086181640625,393.0307922363281,907.7485961914062,372.5239868164063,849.555908203125,429.6957702636719,895.7857055664062,410.8900146484375,831.7037353515625,441.9583435058594,842.6388549804688,438.6707153320313,954.8507080078124,478.73187255859375,975.2645263671876,464.7476806640625,887.1887817382812,555.7305908203125,952.955322265625,525.4210205078125,935.9935302734376,643.0700073242188,1019.4421997070312,572.4178466796875
